feature_value,shap_value
16.0,-0.039937362
32.0,0.03933714
13.0,-0.045623895
13.0,-0.053857718
8.0,-0.29475898
36.0,0.0052026287
18.0,0.11515023
28.0,-0.07615106
12.0,-0.16026245
36.0,0.0021361634
36.0,0.00977747
32.0,0.26646167
17.0,-0.06624682
27.0,-0.09778653
17.0,-0.045406677
16.0,-0.15241578
28.0,0.0034222133
22.0,-0.05628833
7.0,-0.49353135
27.0,-0.13786046
13.0,-0.06083406
17.0,0.018276276
7.0,-0.85006356
7.0,-0.5563021
13.0,-0.30743173
15.0,-0.06859411
13.0,-0.13762584
26.0,-0.07242886
30.0,-0.009210125
8.0,-0.6087255
32.0,0.058443766
23.0,-0.17312153
17.0,-0.058382835
33.0,0.07970702
27.0,-0.13390005
16.0,-0.118115805
13.0,-0.12332266
13.0,-0.14576691
19.0,-0.12722477
22.0,-0.14887093
4.0,0.04670142
17.0,0.13071571
25.0,-0.16268297
69.0,0.183117
16.0,-0.058812786
29.0,0.1349035
15.0,0.021719921
22.0,-0.1189144
22.0,-0.17267078
36.0,0.14978829
13.0,-0.2915412
22.0,-0.08286941
24.0,-0.15664351
12.0,-0.037240267
17.0,-0.13411383
33.0,0.16372214
17.0,-0.079837345
17.0,-0.15109475
17.0,-0.08119326
15.0,-0.016198749
7.0,-0.5998353
64.0,0.31522393
12.0,-0.17843793
19.0,-0.1831031
30.0,-0.03026489
22.0,-0.12095443
69.0,0.48139378
16.0,-0.08956176
30.0,0.0032085464
32.0,-0.05404624
18.0,0.12272073
37.0,0.15446152
36.0,0.37957177
17.0,-0.106497966
27.0,-0.034965165
17.0,-0.07335678
7.0,-0.36855432
12.0,-0.16168746
22.0,-0.030532511
22.0,-0.15016632
14.0,-0.106331125
19.0,-0.07693192
13.0,-0.42061996
17.0,-0.02690871
22.0,-0.14626883
21.0,-0.16068365
16.0,-0.15525395
7.0,-0.40675867
17.0,-0.06670182
63.0,0.24147487
10.0,-0.4978971
17.0,0.10281043
20.0,-0.21159373
17.0,-0.20331272
22.0,-0.094965756
15.0,-0.06754847
7.0,-0.25375026
81.0,0.60176516
24.0,-0.13561215
17.0,0.051720303
17.0,0.058895078
13.0,-0.25104296
12.0,-0.15223835
32.0,0.1804612
22.0,-0.11237603
16.0,0.07416699
16.0,0.105835654
13.0,-0.22500542
14.0,-0.12509434
20.0,-0.011184489
17.0,-0.14342533
24.0,-0.0826104
29.0,0.20031297
22.0,-0.08225738
26.0,-0.14290799
17.0,0.13967153
38.0,0.3792733
35.0,0.2710985
32.0,0.18857518
17.0,-0.020816717
16.0,0.055447496
28.0,0.06072838
12.0,-0.13105518
13.0,-0.26198745
12.0,-0.016070213
13.0,-0.055346247
13.0,-0.24162301
13.0,-0.19947866
18.0,0.106123626
17.0,0.02407955
17.0,-0.12629436
22.0,-0.115696646
12.0,-0.19559798
24.0,-0.14509122
26.0,-0.087872624
32.0,-0.013877861
12.0,-0.14889969
9.0,-0.3822713
17.0,0.054859784
33.0,0.24327904
22.0,-0.033966232
27.0,-0.122743264
18.0,0.08867714
26.0,-0.12114207
19.0,-0.17294833
3.0,-0.57121724
13.0,-0.18858631
12.0,-0.24019992
17.0,-0.024669595
13.0,-0.11044237
32.0,0.05032614
14.0,-0.2550818
13.0,-0.2563753
17.0,0.05445217
22.0,-0.1514271
12.0,-0.028387833
22.0,-0.21878386
17.0,-0.13119891
11.0,-0.4027075
13.0,-0.19325335
13.0,-0.123773344
12.0,-0.13089202
24.0,-0.10794423
12.0,-0.22198889
22.0,-0.067840226
16.0,-0.00052398
18.0,0.07723726
17.0,-0.014114201
27.0,-0.033253405
17.0,0.058940582
22.0,-0.01537279
27.0,-0.0052284617
17.0,-0.04461771
16.0,-0.063746594
11.0,-0.11636653
14.0,-0.17082039
22.0,-0.22610141
15.0,-0.15265587
12.0,-0.0700755
22.0,-0.06261729
32.0,0.06632071
81.0,0.35367525
15.0,0.04496658
22.0,-0.1179414
14.0,-0.1307467
17.0,-0.07137537
19.0,-0.17189635
12.0,-0.23167181
17.0,0.07251341
22.0,-0.17424268
64.0,0.1703007
12.0,0.030416248
26.0,-0.09905058
22.0,-0.06922628
8.0,-0.24081388
24.0,-0.12849046
16.0,-0.059898652
17.0,0.14710738
25.0,-0.20166662
28.0,0.026523048
26.0,-0.07728116
18.0,0.26215646
18.0,0.26294124
13.0,-0.18509576
37.0,0.30588675
12.0,-0.08161088
68.0,0.49044532
17.0,-0.09597592
17.0,-0.030589638
