precision,recall,threshold
0.019819630872483222,0.9895287958115183,0.00038522816612385213
0.019821709491347667,0.9895287958115183,0.000385729392291978
0.019823788546255508,0.9895287958115183,0.0003869397914968431
0.019825868037343965,0.9895287958115183,0.00038720693555660546
0.019827947964750316,0.9895287958115183,0.0003879912255797535
0.019830028328611898,0.9895287958115183,0.00038803208735771477
0.019832109129066106,0.9895287958115183,0.0003892318927682936
0.019834190366250393,0.9895287958115183,0.0003900619049090892
0.019836272040302267,0.9895287958115183,0.00039035911322571337
0.019838354151359296,0.9895287958115183,0.0003904102777596563
0.0198404366995591,0.9895287958115183,0.00039043559809215367
0.01984251968503937,0.9895287958115183,0.0003904890036210418
0.01984460310793784,0.9895287958115183,0.0003906422352883965
0.019846686968392313,0.9895287958115183,0.00039178438601084054
0.01984877126654064,0.9895287958115183,0.0003920085437130183
0.019850856002520744,0.9895287958115183,0.0003922668402083218
0.019852941176470587,0.9895287958115183,0.0003926664066966623
0.019855026788528206,0.9895287958115183,0.0003930328821297735
0.019857112838831688,0.9895287958115183,0.0003941776813007891
0.019859199327519176,0.9895287958115183,0.00039433702477253973
0.01986128625472888,0.9895287958115183,0.00039435771759599447
0.019863373620599055,0.9895287958115183,0.0003945222415495664
0.019865461425268027,0.9895287958115183,0.00039468679460696876
0.01986963835155593,0.9895287958115183,0.0003948041994590312
0.019871727473451794,0.9895287958115183,0.0003948200319427997
0.019873817034700314,0.9895287958115183,0.0003956291184294969
0.01987590703544011,0.9895287958115183,0.00039614352863281965
0.019877997475809844,0.9895287958115183,0.0003962318878620863
0.019880088355948247,0.9895287958115183,0.00039629460661672056
0.019882179675994108,0.9895287958115183,0.0003965018840972334
0.01988427143608627,0.9895287958115183,0.00039665953954681754
0.019886363636363636,0.9895287958115183,0.00039667560486122966
0.01988845627696517,0.9895287958115183,0.00039690823177807033
0.019890549358029887,0.9895287958115183,0.00039742179797030985
0.019892642879696873,0.9895287958115183,0.00039758096681907773
0.019894736842105264,0.9895287958115183,0.00039937125984579325
0.01989683124539425,0.9895287958115183,0.00039998983265832067
0.019898926089703096,0.9895287958115183,0.00040051675750873983
0.019901021375171107,0.9895287958115183,0.00040055287536233664
0.019903117101937658,0.9895287958115183,0.0004006416420452297
0.01990521327014218,0.9895287958115183,0.00040064507629722357
0.019907309879924163,0.9895287958115183,0.00040069816168397665
0.019909406931423155,0.9895287958115183,0.00040078049642033875
0.01991150442477876,0.9895287958115183,0.0004010933334939182
0.01991360236013065,0.9895287958115183,0.0004018344625364989
0.019915700737618548,0.9895287958115183,0.0004027400864288211
0.01991779955738223,0.9895287958115183,0.00040298106614500284
0.019919898819561552,0.9895287958115183,0.00040445951162837446
0.019921998524296405,0.9895287958115183,0.00040484408964402974
0.019924098671726755,0.9895287958115183,0.00040551196434535086
0.01992619926199262,0.9895287958115183,0.00040567026007920504
0.01992830029523408,0.9895287958115183,0.00040646441630087793
0.019930401771591267,0.9895287958115183,0.00040675821946933866
0.019932503691204386,0.9895287958115183,0.00040709300083108246
0.01993460605421369,0.9895287958115183,0.0004072752199135721
0.019936708860759492,0.9895287958115183,0.0004079021455254406
0.01993881211098217,0.9895287958115183,0.0004080620128661394
0.019940915805022157,0.9895287958115183,0.000408370018703863
0.019943019943019943,0.9895287958115183,0.00040844769682735205
0.019945124525116084,0.9895287958115183,0.00040866094059310853
0.019947229551451187,0.9895287958115183,0.00040907543734647334
0.019949335022165927,0.9895287958115183,0.00040916085708886385
0.019951440937401036,0.9895287958115183,0.0004093982570338994
0.019953547297297296,0.9895287958115183,0.0004095065814908594
0.019955654101995565,0.9895287958115183,0.00040991275454871356
0.01995776135163675,0.9895287958115183,0.00041023234371095896
0.019959869046361812,0.9895287958115183,0.00041048662387765944
0.019961977186311788,0.9895287958115183,0.0004105531261302531
0.01996408577162776,0.9895287958115183,0.00041106579010374844
0.019966194802450876,0.9895287958115183,0.0004115089832339436
0.019968304278922346,0.9895287958115183,0.0004119868972338736
0.019970414201183433,0.9895287958115183,0.0004131651949137449
0.019972524569375462,0.9895287958115183,0.00041375821456313133
0.019976746644117957,0.9895287958115183,0.0004138067306485027
0.019978858350951374,0.9895287958115183,0.00041479841456748545
0.019980970504281638,0.9895287958115183,0.0004163849225733429
0.01998308310425037,0.9895287958115183,0.00041638771654106677
0.01998519615099926,0.9895287958115183,0.0004165361460763961
0.01998730964467005,0.9895287958115183,0.0004165367572568357
0.019989423585404547,0.9895287958115183,0.00041706542833708227
0.019991537973344617,0.9895287958115183,0.00041830530972220004
